journalID,authorID,editorID
j16474,a84338,editor122
j17514,a44976,editor123
j18300,a67470,editor124
j13375,a74336,editor125
j9755,a13232,editor126
j18787,a76574,editor127
j12453,a73499,editor128
j17640,a81033,editor129
j3833,a78300,editor130
j5953,a5633,editor131
j7970,a45767,editor132
j9726,a101737,editor133
j14276,a9899,editor134
j9262,a98697,editor135
j15783,a4978,editor136
j5743,a24745,editor137
j16667,a21822,editor138
j7639,a27548,editor139
j18500,a14977,editor140
j14459,a71905,editor141
j10755,a59127,editor142
j18726,a2784,editor143
j88,a72923,editor144
j3301,a87492,editor145
j16581,a93817,editor146
j19850,a90994,editor147
j3095,a39013,editor148
j11902,a85115,editor149
j10488,a8590,editor150
j9008,a12698,editor151
j12656,a9884,editor152
j18383,a85731,editor153
j19246,a61967,editor154
j18538,a37904,editor155
j1288,a40910,editor156
j15600,a40548,editor157
j10610,a651,editor158
j16845,a69553,editor159
j16622,a63730,editor160
j11946,a88585,editor161
j943,a60447,editor162
j14095,a90752,editor163
j5977,a51743,editor164
j16685,a19038,editor165
j19410,a72833,editor166
j14958,a42400,editor167
j10691,a75765,editor168
j14955,a38138,editor169
j811,a48809,editor170
j6981,a44816,editor171
j516,a68820,editor172
j13622,a24093,editor173
j8120,a2536,editor174
j9628,a28511,editor175
j5101,a89108,editor176
j7719,a18662,editor177
j14378,a7915,editor178
j10902,a93567,editor179
j9373,a8811,editor180
j1602,a40546,editor181
j14793,a85423,editor182
j8094,a55152,editor183
j3914,a76391,editor184
j14310,a23918,editor185
j18524,a69602,editor186
j10434,a80284,editor187
j1852,a12362,editor188
j14277,a27424,editor189
j2385,a9175,editor190
j18580,a86689,editor191
j4535,a92198,editor192
j8161,a91195,editor193
j9691,a33178,editor194
j8410,a45858,editor195
j1416,a64468,editor196
j5717,a19544,editor197
j17064,a64242,editor198
j16865,a53189,editor199
j16737,a98629,editor200
j3946,a49672,editor201
j12784,a10731,editor202
j4696,a13376,editor203
j201,a65829,editor204
j18733,a42605,editor205
j16101,a86209,editor206
j8682,a28674,editor207
j16125,a63560,editor208
j8543,a75240,editor209
j5369,a29224,editor210
j9270,a38996,editor211
j13848,a76791,editor212
j19290,a31994,editor213
j18863,a3480,editor214
j9645,a94272,editor215
j17560,a38515,editor216
j10179,a82204,editor217
j8735,a1197,editor218
j19536,a76749,editor219
j11056,a81201,editor220
j18089,a86453,editor221
j5902,a40995,editor222
j14166,a10438,editor223
j4806,a50915,editor224
j14946,a10212,editor225
j11652,a40391,editor226
j3136,a66915,editor227
j10349,a13276,editor228
j17358,a51047,editor229
j9355,a3965,editor230
j6055,a45864,editor231
j2802,a79287,editor232
j134,a30590,editor233
j10814,a72315,editor234
j11749,a906,editor235
j3267,a22794,editor236
j6632,a41991,editor237
j5296,a36018,editor238
j506,a20134,editor239
j3844,a76412,editor240
j12966,a74611,editor241
j14032,a75513,editor242
j837,a73181,editor243
j19249,a65153,editor244
j10069,a90055,editor245
j17350,a72674,editor246
j4380,a101253,editor247
j6538,a44442,editor248
j1390,a69087,editor249
j5425,a82389,editor250
j14478,a90070,editor251
j10090,a83325,editor252
j3561,a42455,editor253
j12941,a33719,editor254
j1270,a17036,editor255
j11523,a103630,editor256
j3294,a53422,editor257
j5421,a34702,editor258
j1360,a71788,editor259
j14960,a1866,editor260
j6654,a48731,editor261
j6754,a53082,editor262
j7535,a1724,editor263
j2544,a55903,editor264
j7353,a93230,editor265
j8849,a96298,editor266
j19223,a47136,editor267
j14299,a94484,editor268
j6707,a91566,editor269
j9336,a6325,editor270
j2061,a101040,editor271
j4451,a2902,editor272
j1070,a103189,editor273
j9960,a79998,editor274
j8136,a44800,editor275
j18832,a62677,editor276
j5197,a25564,editor277
j11352,a86853,editor278
j11033,a77009,editor279
j10051,a2138,editor280
j11793,a104766,editor281
j6190,a82391,editor282
j1295,a75530,editor283
j4839,a52958,editor284
j13828,a57047,editor285
j18796,a57035,editor286
j14128,a97067,editor287
j3810,a5001,editor288
j12660,a69879,editor289
j19014,a69992,editor290
j16223,a40654,editor291
j2834,a59917,editor292
j3128,a15434,editor293
j18144,a16188,editor294
j3158,a96798,editor295
j11153,a46146,editor296
j19827,a43118,editor297
j5114,a43890,editor298
j19671,a85791,editor299
j490,a61793,editor300
j2591,a105669,editor301
j387,a3724,editor302
j11471,a90121,editor303
j4838,a62875,editor304
j7268,a41740,editor305
j12529,a54300,editor306
j12124,a11268,editor307
j10829,a48022,editor308
j13423,a63366,editor309
j13355,a55574,editor310
j7935,a47652,editor311
j19776,a90150,editor312
j10888,a4365,editor313
j3308,a55343,editor314
j3057,a75544,editor315
j17060,a10527,editor316
j16175,a28069,editor317
j19793,a5429,editor318
j11846,a66834,editor319
j4316,a33792,editor320
j5529,a9771,editor321
j5398,a97890,editor322
j15664,a62633,editor323
j6882,a57960,editor324
j736,a10099,editor325
j16800,a57649,editor326
j332,a49314,editor327
j16242,a86670,editor328
j1539,a82736,editor329
j15144,a87384,editor330
j9428,a12405,editor331
j1901,a63537,editor332
j10032,a83938,editor333
j14859,a51179,editor334
j12626,a104779,editor335
j10308,a23610,editor336
j4286,a15845,editor337
j6187,a79497,editor338
j15546,a25519,editor339
j18801,a50215,editor340
j938,a93842,editor341
j4403,a25315,editor342
j5085,a98852,editor343
j19583,a70742,editor344
j1181,a58559,editor345
j5252,a79325,editor346
j6279,a69995,editor347
j2573,a8608,editor348
j2404,a45263,editor349
j6560,a67717,editor350
j10257,a73775,editor351
j9602,a12742,editor352
j11659,a101243,editor353
j625,a43511,editor354
j12024,a68331,editor355
j17295,a47047,editor356
j7290,a23146,editor357
j15483,a79561,editor358
j5988,a68351,editor359
j15079,a78484,editor360
j19881,a92195,editor361
j7622,a11002,editor362
j4235,a2400,editor363
j16262,a20911,editor364
j5853,a3951,editor365
j455,a96013,editor366
j5220,a18347,editor367
j1225,a43659,editor368
j14688,a82679,editor369
j17185,a66364,editor370
j4386,a45465,editor371
j4774,a49772,editor372
j10850,a10050,editor373
j7205,a94174,editor374
j370,a36732,editor375
j14455,a1241,editor376
j15457,a62742,editor377
j11930,a72085,editor378
j17562,a30680,editor379
j6332,a44646,editor380
j19036,a2040,editor381
j13225,a66202,editor382
j15919,a29128,editor383
j3994,a36054,editor384
j15298,a34476,editor385
j2164,a54568,editor386
j9506,a76104,editor387
j10574,a60710,editor388
j2590,a41678,editor389
j5360,a91575,editor390
j8767,a99137,editor391
j4674,a49556,editor392
j4473,a31152,editor393
j4640,a6908,editor394
j4885,a37684,editor395
j4281,a29429,editor396
j16531,a75061,editor397
j391,a90012,editor398
j1637,a15773,editor399
j9203,a25553,editor400
j14864,a102420,editor401
j7459,a71867,editor402
j859,a40625,editor403
j16656,a43391,editor404
j12396,a37340,editor405
j12155,a45568,editor406
j16003,a90174,editor407
j19937,a93239,editor408
j13405,a7299,editor409
j4530,a14645,editor410
j18173,a1547,editor411
j10922,a6508,editor412
j5056,a14514,editor413
j9174,a21452,editor414
j14460,a50032,editor415
j18128,a3510,editor416
j14449,a41954,editor417
j18548,a49815,editor418
j17807,a12297,editor419
j15754,a97114,editor420
j14533,a77566,editor421
j17159,a57212,editor422
j13872,a91776,editor423
j5373,a56489,editor424
j12963,a80103,editor425
j1691,a89892,editor426
j19752,a6898,editor427
j11404,a80991,editor428
j2552,a94354,editor429
j13465,a77177,editor430
j18544,a60776,editor431
j14226,a39603,editor432
j15566,a68075,editor433
j12535,a1217,editor434
j13190,a64552,editor435
j4445,a74880,editor436
j17342,a102536,editor437
j9617,a11329,editor438
j12542,a65109,editor439
j12926,a77302,editor440
j9089,a70361,editor441
j10592,a16719,editor442
j6394,a29501,editor443
j9014,a25046,editor444
j14492,a8710,editor445
j11875,a54023,editor446
j2836,a19251,editor447
j8488,a93538,editor448
j10778,a25160,editor449
j13129,a52138,editor450
j994,a94781,editor451
j11839,a16000,editor452
j9871,a41264,editor453
j11934,a9507,editor454
j3231,a69823,editor455
j11034,a20054,editor456
j11925,a15039,editor457
j7450,a103891,editor458
j4677,a100137,editor459
j1428,a94313,editor460
j18577,a103908,editor461
j19278,a58430,editor462
j6141,a96113,editor463
j14440,a97678,editor464
j6091,a98502,editor465
j15744,a64130,editor466
j7652,a50774,editor467
j3345,a5034,editor468
j13616,a63749,editor469
j813,a69590,editor470
j13978,a90065,editor471
j12447,a91105,editor472
j16476,a481,editor473
j3809,a69217,editor474
j3565,a7314,editor475
j19354,a21447,editor476
j12010,a63568,editor477
j18728,a67029,editor478
j2217,a95454,editor479
j18972,a65114,editor480
j4668,a196,editor481
j292,a103859,editor482
j13185,a30936,editor483
j14021,a9299,editor484
j14567,a94172,editor485
j7231,a2997,editor486
j4339,a71200,editor487
j16485,a95494,editor488
j8263,a21063,editor489
j15828,a83909,editor490
j5488,a89950,editor491
j9676,a35913,editor492
j19935,a78302,editor493
j11499,a83954,editor494
j5514,a102745,editor495
j14693,a91116,editor496
j8096,a62308,editor497
j15672,a62629,editor498
j10353,a90773,editor499
j17394,a77843,editor500
j4933,a46258,editor501
j4685,a22439,editor502
j18607,a79232,editor503
j7,a58595,editor504
j12344,a51961,editor505
j2893,a74898,editor506
j3899,a38406,editor507
j3543,a45134,editor508
j8363,a102335,editor509
j9710,a100258,editor510
j662,a82480,editor511
j13765,a34524,editor512
j5994,a92022,editor513
j6619,a29504,editor514
j17610,a28675,editor515
j10419,a28859,editor516
j8567,a50004,editor517
j1921,a39060,editor518
j9142,a17162,editor519
j16248,a91398,editor520
j16450,a43133,editor521
j7638,a90519,editor522
j16818,a91485,editor523
j8400,a50809,editor524
j19171,a32688,editor525
j8110,a90657,editor526
j18740,a59567,editor527
j11900,a20824,editor528
j19619,a42747,editor529
j5962,a53413,editor530
j19990,a101487,editor531
j1953,a19490,editor532
j19064,a11663,editor533
j6967,a5657,editor534
j11188,a98491,editor535
j6951,a90066,editor536
j8297,a81625,editor537
j4173,a3589,editor538
j16719,a73628,editor539
j17547,a32751,editor540
j18341,a86902,editor541
j15085,a1999,editor542
j17096,a24135,editor543
j9532,a14918,editor544
j2877,a12598,editor545
j2937,a89414,editor546
j8996,a11442,editor547
j8067,a103014,editor548
j8327,a92303,editor549
j18650,a59347,editor550
j11357,a42450,editor551
j14349,a75524,editor552
j5309,a69546,editor553
j10891,a59615,editor554
j1998,a186,editor555
j19836,a12561,editor556
j5752,a102879,editor557
j13183,a25672,editor558
j9860,a51105,editor559
j6154,a9023,editor560
j15601,a50866,editor561
j9546,a52522,editor562
j4904,a58243,editor563
j10555,a101713,editor564
j15038,a94494,editor565
j15257,a58772,editor566
j7124,a101023,editor567
j15336,a36574,editor568
j1891,a15164,editor569
j16653,a29253,editor570
j4755,a65856,editor571
j11193,a31664,editor572
j15021,a59234,editor573
j18460,a61179,editor574
j19839,a17468,editor575
j2575,a40983,editor576
j15839,a79519,editor577
j3737,a29098,editor578
j18721,a89419,editor579
j296,a105353,editor580
j9098,a24609,editor581
j18631,a101783,editor582
j10463,a72010,editor583
j1936,a77826,editor584
j11219,a23349,editor585
j11403,a34819,editor586
j10791,a4327,editor587
j5709,a82683,editor588
j2862,a87910,editor589
j2278,a100832,editor590
j9937,a25207,editor591
j9748,a96990,editor592
j5895,a63932,editor593
j2219,a96020,editor594
j19980,a60681,editor595
j7777,a77324,editor596
j18318,a54378,editor597
j866,a48711,editor598
j19400,a16020,editor599
j14680,a45020,editor600
j13803,a57478,editor601
j18588,a38269,editor602
j4688,a89614,editor603
j4778,a82836,editor604
j324,a50567,editor605
j5134,a93369,editor606
j5291,a41316,editor607
j2226,a63587,editor608
j4005,a56084,editor609
j3979,a67545,editor610
j16424,a75426,editor611
j10682,a38221,editor612
j5894,a49609,editor613
j741,a104108,editor614
j1242,a33188,editor615
j9305,a105425,editor616
j4383,a104594,editor617
j2232,a4612,editor618
j14490,a13941,editor619
j19193,a45631,editor620
j5385,a16941,editor621
j19513,a23559,editor622
j5542,a60604,editor623
j10326,a105828,editor624
j15822,a5906,editor625
j17867,a20779,editor626
j4330,a18321,editor627
j19126,a54834,editor628
j2047,a41682,editor629
j5931,a33869,editor630
j6505,a93397,editor631
j14755,a104300,editor632
j15293,a66657,editor633
j16771,a90376,editor634
j19376,a69202,editor635
j6458,a15443,editor636
j7252,a67843,editor637
j7863,a79971,editor638
j12296,a9549,editor639
j3780,a66887,editor640
j7487,a31160,editor641
j18798,a1463,editor642
j8564,a62993,editor643
j4088,a9756,editor644
j9615,a69483,editor645
j3783,a71732,editor646
j12831,a58085,editor647
j3842,a27027,editor648
j14151,a35363,editor649
j18893,a17801,editor650
j11211,a84541,editor651
j19558,a71288,editor652
j14395,a44243,editor653
j16968,a12940,editor654
j10780,a39483,editor655
j3315,a27942,editor656
j4575,a9556,editor657
j10697,a94768,editor658
j11395,a63881,editor659
j2752,a10588,editor660
j5190,a47665,editor661
j13908,a74479,editor662
j15808,a10767,editor663
j13259,a35685,editor664
j5238,a15601,editor665
j6104,a40762,editor666
j3603,a18482,editor667
j6369,a54637,editor668
j3427,a44525,editor669
j1520,a1519,editor670
j12140,a86309,editor671
j15367,a25218,editor672
j13995,a27331,editor673
j14380,a92654,editor674
j5063,a93807,editor675
j12336,a29590,editor676
j3435,a82074,editor677
j9914,a11596,editor678
j1251,a69423,editor679
j12609,a66658,editor680
j2843,a50401,editor681
j10853,a90143,editor682
j9404,a100987,editor683
j8672,a31775,editor684
j14888,a2954,editor685
j4222,a1061,editor686
j14090,a50881,editor687
j14031,a63507,editor688
j9554,a6207,editor689
j4801,a47913,editor690
j8434,a88760,editor691
j8602,a50126,editor692
j3284,a72145,editor693
j7600,a12452,editor694
j8032,a78451,editor695
j12284,a91897,editor696
j10421,a69861,editor697
j9815,a27418,editor698
j5701,a54456,editor699
j11018,a95902,editor700
j310,a11325,editor701
j4131,a61284,editor702
j11768,a70657,editor703
j6982,a51425,editor704
j559,a58643,editor705
j19630,a90270,editor706
j6660,a16508,editor707
j14176,a16447,editor708
j8420,a5577,editor709
j8516,a23976,editor710
j9489,a46430,editor711
j19026,a73101,editor712
j8657,a29072,editor713
j820,a27934,editor714
j11173,a8499,editor715
j832,a25408,editor716
j3484,a98575,editor717
j17977,a54746,editor718
j18684,a70286,editor719
j18435,a96680,editor720
j10103,a33139,editor721
j8987,a27120,editor722
j18311,a102917,editor723
j18678,a87808,editor724
j442,a28773,editor725
j11689,a30445,editor726
j2078,a102855,editor727
j13464,a16174,editor728
j1524,a88963,editor729
j1957,a49470,editor730
j12146,a47750,editor731
j12877,a97240,editor732
j17758,a22449,editor733
j11504,a71301,editor734
j5844,a84077,editor735
j2894,a32373,editor736
j3249,a19949,editor737
j19115,a44729,editor738
j7021,a13556,editor739
j15098,a81594,editor740
j2462,a42667,editor741
j16864,a59520,editor742
j7502,a96813,editor743
j8553,a26499,editor744
j16556,a92190,editor745
j14435,a40586,editor746
j427,a91579,editor747
j10841,a20097,editor748
j16157,a100499,editor749
j7025,a12574,editor750
j4722,a35872,editor751
j6158,a76592,editor752
j15339,a11619,editor753
j14848,a69701,editor754
j18512,a81297,editor755
j567,a46453,editor756
j12353,a64161,editor757
j10089,a34810,editor758
j10424,a76078,editor759
j18514,a103934,editor760
j8396,a8754,editor761
j9375,a63770,editor762
j17005,a5859,editor763
j17385,a70327,editor764
j8304,a93783,editor765
j2265,a39501,editor766
j3286,a55561,editor767
j12541,a774,editor768
j8877,a24500,editor769
j7377,a98193,editor770
j618,a67286,editor771
j7889,a73520,editor772
j12078,a22286,editor773
j19095,a6574,editor774
j12561,a16170,editor775
j9446,a91710,editor776
j14670,a73113,editor777
j2071,a78805,editor778
j13138,a31832,editor779
j13553,a77163,editor780
j10752,a103950,editor781
j19920,a88077,editor782
j10283,a95764,editor783
j6320,a19947,editor784
j4211,a101325,editor785
j15382,a4187,editor786
j12528,a22172,editor787
j19580,a57203,editor788
j17272,a52111,editor789
j16232,a7942,editor790
j9088,a36690,editor791
j5033,a101961,editor792
j12504,a79356,editor793
j9019,a2681,editor794
j16725,a104256,editor795
j18027,a29906,editor796
j8439,a20807,editor797
j14304,a19159,editor798
j7157,a104810,editor799
j6224,a73840,editor800
j18562,a94207,editor801
j11626,a45313,editor802
j4501,a68456,editor803
j3848,a101516,editor804
j6004,a17623,editor805
j16846,a89705,editor806
j18970,a60592,editor807
j10298,a105776,editor808
j17225,a14703,editor809
j5078,a85837,editor810
j8754,a89096,editor811
j17794,a88402,editor812
j19123,a103973,editor813
j15565,a87219,editor814
j10131,a26714,editor815
j5307,a6859,editor816
j13408,a35884,editor817
j13948,a101974,editor818
j19867,a74625,editor819
j554,a49867,editor820
j12370,a96554,editor821
j2908,a42831,editor822
j2675,a25997,editor823
j4835,a94712,editor824
j9405,a28691,editor825
j10145,a7241,editor826
j14624,a88364,editor827
j10227,a105629,editor828
j11711,a105561,editor829
j13347,a78074,editor830
j14462,a3394,editor831
j8495,a64801,editor832
j13479,a37561,editor833
j11230,a4151,editor834
j4829,a67315,editor835
j3337,a77925,editor836
j620,a83519,editor837
j4788,a15301,editor838
j12316,a43742,editor839
j2795,a85466,editor840
j19076,a2655,editor841
j5792,a59694,editor842
j15117,a78573,editor843
j5337,a76866,editor844
j13612,a7089,editor845
j2798,a5944,editor846
j8029,a81247,editor847
j1941,a24833,editor848
j13404,a18623,editor849
j17588,a41427,editor850
j10122,a76867,editor851
j14966,a8069,editor852
j2960,a100457,editor853
j16668,a15095,editor854
j12002,a97603,editor855
j3268,a4286,editor856
j4424,a22630,editor857
j10560,a45127,editor858
j10364,a58141,editor859
j3563,a57930,editor860
j17895,a97481,editor861
j4429,a74213,editor862
j19959,a52793,editor863
j13503,a59454,editor864
j6835,a17359,editor865
j14645,a102050,editor866
j8883,a40711,editor867
j2011,a37531,editor868
j5029,a87326,editor869
j12263,a312,editor870
j1827,a97063,editor871
j9219,a81780,editor872
j10150,a67120,editor873
j18519,a38021,editor874
j12666,a4567,editor875
j1141,a7275,editor876
j12274,a7128,editor877
j8693,a740,editor878
j19548,a83178,editor879
j18323,a69951,editor880
j6084,a51246,editor881
j12054,a91323,editor882
j10678,a41094,editor883
j6000,a16700,editor884
j7958,a55512,editor885
j10065,a104087,editor886
j16805,a49850,editor887
j11159,a97080,editor888
j19993,a20185,editor889
j10264,a100506,editor890
j11330,a91107,editor891
j16375,a73787,editor892
j10611,a68694,editor893
j8942,a27750,editor894
j1124,a100652,editor895
j3191,a34991,editor896
j11378,a86510,editor897
j15275,a88366,editor898
j7969,a50242,editor899
j6587,a26506,editor900
j18717,a4928,editor901
j5871,a28708,editor902
j4135,a52737,editor903
j12775,a21405,editor904
j13993,a65991,editor905
j17874,a40847,editor906
j2939,a63828,editor907
j9018,a58289,editor908
j5375,a9010,editor909
j17001,a40937,editor910
j14325,a65857,editor911
j942,a32981,editor912
j1481,a3675,editor913
j15241,a90265,editor914
j11539,a62154,editor915
j2320,a97616,editor916
j17326,a13895,editor917
j3983,a56192,editor918
j5569,a69045,editor919
j17613,a14263,editor920
j15478,a43690,editor921
j18649,a95202,editor922
j11317,a15622,editor923
j1831,a66394,editor924
j5061,a103121,editor925
j7364,a24384,editor926
j8493,a38141,editor927
j565,a26495,editor928
j3058,a57656,editor929
j16598,a84316,editor930
j15088,a94170,editor931
j11564,a74653,editor932
j7198,a97393,editor933
j10229,a87283,editor934
j8799,a93649,editor935
j11314,a66942,editor936
j18865,a75643,editor937
j14677,a25141,editor938
j13455,a59579,editor939
j1201,a92859,editor940
j8429,a10860,editor941
j6612,a94461,editor942
j706,a104089,editor943
j2073,a6606,editor944
j13937,a49807,editor945
j19504,a95299,editor946
j290,a19732,editor947
j15563,a71411,editor948
j106,a38243,editor949
j15949,a83803,editor950
j8606,a47901,editor951
j12586,a70624,editor952
j17729,a41197,editor953
j13234,a54085,editor954
j17964,a1937,editor955
j10616,a23773,editor956
j4971,a56719,editor957
j9828,a52301,editor958
j12083,a14742,editor959
j10994,a37415,editor960
j11129,a24507,editor961
j2109,a42990,editor962
j12201,a3169,editor963
j19113,a61409,editor964
j12516,a61584,editor965
j1638,a14415,editor966
j1148,a10664,editor967
j7435,a11953,editor968
j14238,a101618,editor969
j5040,a39754,editor970
j8725,a20090,editor971
j7251,a63810,editor972
j7293,a102507,editor973
j15284,a83944,editor974
j3283,a104200,editor975
j7690,a24071,editor976
j3664,a9380,editor977
j5282,a20164,editor978
j1530,a53570,editor979
j1621,a26375,editor980
j6821,a91137,editor981
j749,a57442,editor982
j11170,a60288,editor983
j7319,a21223,editor984
j14188,a43884,editor985
j4679,a29477,editor986
j8948,a48215,editor987
j2459,a19270,editor988
j16008,a73331,editor989
j9841,a103276,editor990
j7952,a53100,editor991
j8435,a86360,editor992
j1073,a82760,editor993
j15033,a19321,editor994
j1633,a23859,editor995
j3891,a93732,editor996
j8167,a86329,editor997
j35,a21986,editor998
j13698,a25627,editor999
j875,a79057,editor1000
j15403,a19217,editor1001
j1945,a29167,editor1002
j19462,a24303,editor1003
j6238,a12392,editor1004
j10520,a9981,editor1005
j9445,a66351,editor1006
j4110,a92426,editor1007
j2356,a75431,editor1008
j1747,a79107,editor1009
j11477,a72190,editor1010
j8536,a82872,editor1011
j4314,a80425,editor1012
j10274,a56042,editor1013
j9409,a4194,editor1014
j10175,a77304,editor1015
j2483,a73135,editor1016
j17682,a105800,editor1017
j14844,a30454,editor1018
j15912,a104335,editor1019
j12728,a99634,editor1020
j11680,a87314,editor1021
j19340,a28049,editor1022
j16106,a53039,editor1023
j6,a76354,editor1024
j18975,a20761,editor1025
j18701,a18503,editor1026
j19451,a61542,editor1027
j3586,a66109,editor1028
j5607,a92823,editor1029
j14861,a76449,editor1030
j6353,a37294,editor1031
j10790,a72702,editor1032
j12267,a82159,editor1033
j6440,a28173,editor1034
j15605,a3199,editor1035
j16244,a24735,editor1036
j15372,a33537,editor1037
j17393,a93679,editor1038
j17605,a30924,editor1039
j17386,a102814,editor1040
j15751,a3385,editor1041
j10068,a64250,editor1042
j9216,a78657,editor1043
j2512,a97387,editor1044
j18111,a27565,editor1045
j18166,a44701,editor1046
j5865,a9102,editor1047
j10826,a10475,editor1048
j17010,a96348,editor1049
j18848,a25649,editor1050
j9778,a80542,editor1051
j4518,a67466,editor1052
j12924,a80686,editor1053
j19575,a74679,editor1054
j10700,a12368,editor1055
j6530,a46031,editor1056
j10545,a93648,editor1057
j6554,a21595,editor1058
j13274,a59833,editor1059
j9825,a19673,editor1060
j19146,a70097,editor1061
j2563,a37386,editor1062
j3289,a105829,editor1063
j18114,a33305,editor1064
j6370,a38399,editor1065
j19057,a21083,editor1066
j18296,a17228,editor1067
j4368,a33240,editor1068
j12700,a50255,editor1069
j5260,a47239,editor1070
j16213,a82036,editor1071
j9700,a41539,editor1072
j227,a104734,editor1073
j8175,a85490,editor1074
j9124,a44346,editor1075
j11708,a24701,editor1076
j16455,a51005,editor1077
j7100,a69463,editor1078
j17563,a54140,editor1079
j6790,a39543,editor1080
j6356,a392,editor1081
j2976,a19327,editor1082
j2372,a24049,editor1083
j7361,a18147,editor1084
j7504,a19849,editor1085
j15768,a58164,editor1086
j11684,a22865,editor1087
j10429,a55928,editor1088
j10477,a90419,editor1089
j14902,a4489,editor1090
j2088,a2771,editor1091
j15649,a18896,editor1092
j2332,a31150,editor1093
j3394,a73338,editor1094
j3557,a13929,editor1095
j14735,a37755,editor1096
j8035,a27399,editor1097
j1092,a18867,editor1098
j2124,a41739,editor1099
j13862,a41370,editor1100
j8339,a93442,editor1101
j9372,a16113,editor1102
j12878,a53196,editor1103
j10307,a67502,editor1104
j16923,a43550,editor1105
j8220,a101318,editor1106
j8521,a59885,editor1107
j12935,a12431,editor1108
j11579,a91604,editor1109
j255,a68451,editor1110
j1967,a79876,editor1111
j13244,a44982,editor1112
j5506,a95662,editor1113
j6828,a29056,editor1114
j8210,a81038,editor1115
j16815,a385,editor1116
j12138,a101910,editor1117
j3501,a49321,editor1118
j8287,a39978,editor1119
j3049,a54708,editor1120
j14019,a78715,editor1121
j9424,a27681,editor1122
j12832,a70419,editor1123
j7366,a6839,editor1124
j17882,a79099,editor1125
j4122,a97700,editor1126
j10526,a43402,editor1127
j17303,a75796,editor1128
j3278,a74214,editor1129
j2617,a69384,editor1130
j12886,a53912,editor1131
j3648,a89565,editor1132
j17214,a89328,editor1133
j7218,a73547,editor1134
j19260,a55426,editor1135
j18308,a35797,editor1136
j2285,a6660,editor1137
j5499,a96478,editor1138
j6349,a46724,editor1139
j3920,a97192,editor1140
j867,a79241,editor1141
j8692,a85658,editor1142
j8144,a50580,editor1143
j3991,a14638,editor1144
j13790,a99299,editor1145
j12499,a41583,editor1146
j10909,a98492,editor1147
j6510,a14764,editor1148
j16932,a73085,editor1149
j18990,a70020,editor1150
j8552,a75410,editor1151
j19323,a30757,editor1152
j19594,a101695,editor1153
j9359,a104637,editor1154
j287,a24157,editor1155
j5338,a15476,editor1156
